Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
Marche Restaurant,CASUAL DINING,3.3,17.0,"Bay Adelaide Centre, 333 Bay Street, The PATH, Toronto M5H 2R2",American,50.0,Downtown Yonge
Amato Pizza,QUICK BITES,3.5,41.0,"429 Yonge Street, Toronto","Pizza, Fast Food",25.0,Downtown Yonge
The Halal Guys,CASUAL DINING,3.0,21.0,"563 Yonge St, Toronto M4Y 1Z2",Middle Eastern,25.0,Downtown Yonge
Szechuan Express,QUICK BITES,2.8,26.0,"Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2L7",Chinese,20.0,Downtown Yonge
Jimmy The Greek,QUICK BITES,3.3,32.0,"Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2H6",Greek,25.0,Downtown Yonge
Mick E Fynn's,BAR,3.4,34.0,"45 Carlton Street, Toronto M5B 2A1",Bar Food,65.0,Downtown Yonge
Trios Bistro - Toronto Marriott Downtown Eaton...,CASUAL DINING,3.8,28.0,"Toronto Marriott Downtown Eaton Centre Hotel, 525 Bay Street, Toronto M5G 2L2","Canadian, Grill, Breakfast",70.0,Downtown Yonge
Foodwares Cafe,CAFÉ,3.2,26.0,"Hudson's Bay Company, Lower Level, 176 Yonge Street, Toronto M5H1A1",Cafe,30.0,Downtown Yonge
Sushi Garden,CASUAL DINING,3.2,24.0,"3 Wellesley Street, Toronto","Sushi, Japanese, Asian",35.0,Downtown Yonge
The Boil Bar,CASUAL DINING,,,"664 Yonge Street, Toronto M4Y 2A6",Seafood,25.0,Downtown Yonge
Sushi Tower,CASUAL DINING,3.7,28.0,"374A Yonge Street, Toronto","Sushi, Japanese, Asian",40.0,Downtown Yonge
McDonald's,QUICK BITES,3.2,25.0,"Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2L9",Fast Food,25.0,Downtown Yonge
Rex Bar & Kitchen,CASUAL DINING,3.3,26.0,"635 Bay Street, Toronto",Bar Food,50.0,Downtown Yonge
Coco Fresh Juice & Tea,BEVERAGE SHOP,3.5,9.0,648 Yonge Street,"Bubble Tea, Beverages",15.0,Downtown Yonge
Upper Deck by Fran's,CASUAL DINING,3.3,9.0,"2-20 College Street, Toronto M5G 1K2",American,,Downtown Yonge
Burgs Bar & Grill,CASUAL DINING,3.4,22.0,"730 Yonge Street, Toronto M4Y 2B7","Canadian, Bar Food",50.0,Downtown Yonge
Wild Wing,CASUAL DINING,3.2,25.0,"431 Yonge Street, Toronto",Bar Food,50.0,Downtown Yonge
Milo's Pita,Other,3.5,18.0,"10 Dundas East, L3, Toronto M5B 2G9","Fast Food, Lebanese, Mediterranean",25.0,Downtown Yonge
Aroma Espresso Bar,CAFÉ,3.3,18.0,"1110 Bay Street, Toronto, Toronto",Cafe,25.0,Downtown Yonge
Ruby Thai,QUICK BITES,2.7,21.0,"Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2L9",Thai,25.0,Downtown Yonge
Liberty Noodle,QUICK BITES,2.5,25.0,"Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2H1","Japanese, Asian, Fast Food",20.0,Downtown Yonge
Frascati,CASUAL DINING,3.2,24.0,"13 Elm Street, Toronto M5G 1H1",Italian,80.0,Downtown Yonge
ShiShawarma,QUICK BITES,3.8,22.0,"599 Yonge Street, Toronto M4Y 1Z4","Fast Food, Middle Eastern",25.0,Downtown Yonge
Ho Jan,CASUAL DINING,3.6,20.0,"45 Carlton Street, Toronto","Chinese, Asian",40.0,Downtown Yonge
Cafe M,CAFÉ,3.6,20.0,"672 Yonge Street, Toronto M4Y 2A6",Cafe,25.0,Downtown Yonge
Ginger,QUICK BITES,3.1,21.0,"355 1/2 Yonge Street, Toronto M5B 1S1",Vietnamese,30.0,Downtown Yonge
Ravi Soups,QUICK BITES,3.4,13.0,"9 Charles Street West, Toronto","Sri Lankan, Healthy Food",35.0,Downtown Yonge
Villa Madina,QUICK BITES,2.9,19.0,"372 Yonge Street, Toronto M5B 1S6",Mediterranean,25.0,Downtown Yonge
Swiss Chalet,CASUAL DINING,3.5,24.0,"362 Yonge Street, Toronto M5B 1S5","Canadian, Grill, Beverages",40.0,Downtown Yonge
Falafel House,QUICK BITES,3.4,18.0,"760 Yonge Street, Toronto M4Y 2B6",Middle Eastern,20.0,Downtown Yonge
South St. Burger,QUICK BITES,3.0,13.0,"360 Bay Street, Toronto, ON, M5H 2V6","Fast Food, Burger",25.0,Downtown Yonge
Panago,QUICK BITES,3.9,47.0,"44 Gerrard Street West, Toronto M5B 2K3","Pizza, Fast Food",30.0,Downtown Yonge
Beijing Dumplings,CASUAL DINING,3.5,15.0,"66 Edward Street, Toronto M5G 1C9","Northern Chinese, Chinese, Asian",35.0,Downtown Yonge
Tim Hortons,CAFÉ,2.0,31.0,595 Bay Street M5G 1M6,"American, Donuts, Desserts",20.0,Downtown Yonge
Ali Baba's,QUICK BITES,3.4,10.0,"357 Yonge Street, Toronto",Middle Eastern,25.0,Downtown Yonge
Chachago,BEVERAGE SHOP,3.3,10.0,"3 Elm Street, Toronto M5G 1H1",Bubble Tea,15.0,Downtown Yonge
Sbarro,QUICK BITES,2.9,19.0,"Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2H1","Pizza, Fast Food",25.0,Downtown Yonge
Sushi-Q,QUICK BITES,3.1,15.0,"Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2L9",Sushi,25.0,Downtown Yonge
New York Fries,QUICK BITES,3.7,18.0,"Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2H6",Fast Food,15.0,Downtown Yonge
Bourbon St. Grill,QUICK BITES,3.4,16.0,"Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto","Cajun, Southern",20.0,Downtown Yonge
Hangry Burger,CASUAL DINING,3.0,9.0,435 Yonge Street M5B 1T3,Burger,,Downtown Yonge
Dan Ji,CASUAL DINING,3.0,8.0,"590 Yonge Street, Toronto M4Y 1Z3","Korean, Japanese, Asian",30.0,Downtown Yonge
The Poke Box,CASUAL DINING,3.7,5.0,"36 Toronto Street, Toronto M5C 2C5","Hawaiian, Seafood",25.0,Downtown Yonge
California Thai,Other,3.0,12.0,"10 Dundas East, L3, Toronto M5B 2G9","Fast Food, Thai, Asian",25.0,Downtown Yonge
VIP Lounge & Billiards Club,BAR,3.7,10.0,"385 Yonge Street, Lower Level, Toronto M5B 1S1",Bar Food,40.0,Downtown Yonge
Guschlbauer,BAKERY,3.5,5.0,"690 Yonge Street, Toronto, Downtown Yonge, Toronto M4Y 2A6","Bakery, Desserts",15.0,Downtown Yonge
Vino Rosso,CASUAL DINING,3.2,19.0,"955 Bay Street, Toronto M5S 3C4",Italian,65.0,Downtown Yonge
Hendriks Restaurant & Bar,BAR,3.0,6.0,"218 Yonge St, Toronto, ON M5B 2H6",American,50.0,Downtown Yonge
Versus Coffee,CAFÉ,3.5,8.0,"70 Adelaide Street E, Toronto M5C 2R6","Cafe, Coffee and Tea",15.0,Downtown Yonge
"The Captain's Boil, Little Italy",CASUAL DINING,3.4,6.0,"671 College Street, Toronto",Seafood,,Downtown Yonge
Green Grotto Tea Room,QUICK BITES,3.0,7.0,"35 Saint Joesph, Toronto M4Y 1J8","Bubble Tea, Cafe, Desserts",30.0,Downtown Yonge
Hero Certified Burgers,QUICK BITES,3.6,16.0,"987 Bay Street, Toronto","Burger, Sandwich",25.0,Downtown Yonge
P'Karos,CAFÉ,3.4,7.0,"645 Yonge Street, Toronto M4Y 1Z9",Cafe,40.0,Downtown Yonge
Harvey's,Other,3.0,14.0,"10 Dundas Street East Unit #318, Toronto M5B 2L6","Fast Food, Canadian, Burger",25.0,Downtown Yonge
Thai Express,QUICK BITES,3.8,19.0,"Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2H6",Thai,25.0,Downtown Yonge
ShareTea,BEVERAGE SHOP,3.1,5.0,"576 Yonge Street, Toronto M4Y 1Z2","Bubble Tea, Beverages, Taiwanese",15.0,Downtown Yonge
Pita Way,QUICK BITES,3.0,15.0,"45 Carlton Street, Unit 4, Toronto","Fast Food, Middle Eastern",25.0,Downtown Yonge
Booster Juice,BEVERAGE SHOP,2.9,13.0,"Atrium On Bay, Unit F07, 20 Dundas Street West, The PATH, Toronto M5G 2C2","Juices, Beverages, Healthy Food",20.0,Downtown Yonge
Crepe de Licious,CAFÉ,3.2,10.0,"Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2H1","Cafe, Desserts",20.0,Downtown Yonge
Pita Pure House,QUICK BITES,3.6,12.0,"717 Bay Street, Toronto",Middle Eastern,20.0,Downtown Yonge
Taco Bell,QUICK BITES,2.4,11.0,"College Park, Food Court, 444 Yonge Street, The PATH, Toronto M5B 2H4","Fast Food, Mexican",20.0,Downtown Yonge
Diners Corner,CASUAL DINING,3.4,11.0,"51 St Nicholas Street, Toronto M4Y 1W6","West Indian, Caribbean",30.0,Downtown Yonge
Duck,QUICK BITES,3.3,13.0,"College Park, Food Court, 444 Yonge Street, The PATH, Toronto M5B 2H4","Cantonese, Chinese",25.0,Downtown Yonge
Market Garden - Chelsea Hotel,CAFÉ,3.5,10.0,"Chelsea Hotel, 33 Gerrard Street West, Toronto M5G 1Z4","Healthy Food, Cafe, Fast Food",40.0,Downtown Yonge
Mullins,BAR,2.9,13.0,"1033 Bay Street, Toronto M4W 1A7",Bar Food,55.0,Downtown Yonge
Second Cup,CAFÉ,3.1,10.0,"730 Yonge Street, Toronto M4Y 2B7","Cafe, Coffee and Tea, Frozen Yogurt",10.0,Downtown Yonge
The Carlton,CASUAL DINING,2.8,12.0,"Holiday Inn Toronto Downtown Centre, 30 Carlton Street, Toronto M5B2E9",Canadian,60.0,Downtown Yonge
Freshii,QUICK BITES,3.1,13.0,"23 College Street, Toronto M5G",Healthy Food,30.0,Downtown Yonge
Fat Bastard Burrito,QUICK BITES,3.4,14.0,"634 Yonge Street, Toronto M4Y 1Z8","Mexican, Fast Food",25.0,Downtown Yonge
Teriyaki Experience,QUICK BITES,3.4,13.0,"Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2H1",Japanese,20.0,Downtown Yonge
Alio,CASUAL DINING,3.1,12.0,"108 Dundas Street West, Toronto M5G 1C3",Italian,70.0,Downtown Yonge
Slice of New York,QUICK BITES,3.4,7.0,"64 Edward Street, Toronto","Pizza, Fast Food",30.0,Downtown Yonge
Starbucks,CAFÉ,3.2,13.0,"10 Dundas East, L1, Toronto M5B 2G4",Cafe,20.0,Downtown Yonge
Godiva Chocolatier,DESSERT PARLOR,3.4,9.0,"Eaton Centre, Level Two, 220 Yonge Street, Toronto",Desserts,25.0,Downtown Yonge
Sushi & BBbop,QUICK BITES,3.1,10.0,"Aura Food Court, 384 Yonge Street, The PATH, Toronto M5B 1S8","Sushi, Japanese, Korean, Asian",30.0,Downtown Yonge
Mrs. Fields,BAKERY,3.5,15.0,"Eaton Centre, Level One, 220 Yonge Street, Toronto M5B 2H6",Desserts,15.0,Downtown Yonge
T Bar Chelsea Hotel,Other,2.9,10.0,"Chelsea Hotel, Toronto, 33 Gerrard Street West, Toronto M5G 1Z4","Indian, Burger",40.0,Downtown Yonge
SÜÜP Health Bar,QUICK BITES,,,"382 Yonge Street, Unit 1, Toronto M5B 1S8","Fusion, Salad, Vegetarian, Healthy Food",20.0,Downtown Yonge
Dessert Guru,QUICK BITES,,,"29B St. Joseph Street, Toronto M4Y","Desserts, Chinese, Asian",25.0,Downtown Yonge
Subway,QUICK BITES,2.1,18.0,"Atrium On Bay, 595 Bay Street, The PATH, Toronto M5G 2C2",Fast Food,20.0,Downtown Yonge
OPA! Of Greece,Other,2.7,11.0,"10 Dundas East, L3, Toronto M5B",Greek,25.0,Downtown Yonge
Pizzaiolo,QUICK BITES,3.5,12.0,"550 Yonge Street, Toronto M4Y 1Y8","Pizza, Fast Food",30.0,Downtown Yonge
Pretzel Maker,QUICK BITES,3.6,13.0,"10 Dundas East, B1, Toronto M5B 2L6",Fast Food,10.0,Downtown Yonge
Butter Baker,BAKERY,,,"120 Dundas Street West, Toronto, ON M5G 1C3","Bakery, Desserts",20.0,Downtown Yonge
Wendy's,FAST FOOD,3.5,11.0,475 Yonge Street,"Fast Food, Burger",20.0,Downtown Yonge
Yogen Früz,DESSERT PARLOR,2.7,8.0,"Eaton Centre, Level One, 220 Yonge Street, Toronto M5B 2H1","Frozen Yogurt, Desserts",15.0,Downtown Yonge
Fusia Asian Kitchen,QUICK BITES,3.0,9.0,"Atrium on Bay, 595 Bay Street, The PATH, Toronto M5G 2C2",Chinese,25.0,Downtown Yonge
Aura Sushi,QUICK BITES,2.7,11.0,"The Shops At Aura, 384 Yonge Street, The PATH, Toronto","Sushi, Japanese, Asian",35.0,Downtown Yonge
The Original San Francesco,QUICK BITES,3.1,5.0,"736 Bay Street, Downtown Yonge, Toronto",Italian,25.0,Downtown Yonge
650 Cafe Bistro,CASUAL DINING,2.9,7.0,"650 Bay Street, Toronto M5G1M8","Cafe, Greek, Mediterranean",35.0,Downtown Yonge
Feta & Olives / Yogen Früz,QUICK BITES,3.5,11.0,"Atrium On Bay, 595 Bay Street, The PATH, Toronto M5G 2C2","Fast Food, Mediterranean",25.0,Downtown Yonge
KFC,QUICK BITES,2.6,11.0,"College Park, Food Court, 444 Yonge Street, The PATH, Toronto M5B 2H4",Fast Food,25.0,Downtown Yonge
Yummy Zone,QUICK BITES,,,"895 Bay Street, Toronto","Taiwanese, Beverages",25.0,Downtown Yonge
Fresh Start,CAFÉ,3.4,6.0,"655 Bay Street, Toronto M5G",Cafe,25.0,Downtown Yonge
Baskin Robbins,DESSERT PARLOR,2.4,8.0,"Eaton Centre, Level One, 220 Yonge Street, Toronto M5B 2H6","Ice Cream, Desserts",15.0,Downtown Yonge
Real Fruit Bubble Tea,BEVERAGE SHOP,3.9,4.0,"10 Dundas East, L3, Toronto M5B 2G9",Bubble Tea,15.0,Downtown Yonge
Fit For Life,QUICK BITES,3.2,9.0,"Atrium On Bay, 595 Bay Street, The PATH, Toronto","Healthy Food, Fast Food",25.0,Downtown Yonge
Thirty Bar & Lounge,BAR,3.3,9.0,"Holiday Inn Toronto Downtown Centre, 30 Carlton Street, Toronto M5B 2E9",Bar Food,40.0,Downtown Yonge
Presse Cafe,CAFÉ,3.0,9.0,"875 Bay Street, Toronto M5S 3K6",Cafe,25.0,Downtown Yonge
Extreme Pita,QUICK BITES,2.7,9.0,"Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2L7","Fast Food, Mediterranean",25.0,Downtown Yonge
Baroli Caffe,CAFÉ,3.6,10.0,"Eaton Centre, Level Two, 220 Yonge Street, Toronto","Cafe, Breakfast",20.0,Downtown Yonge
Kin-Kin Bakery & Bubble Tea,BAKERY,,,"Atrium On Bay, 595 Bay Street, The PATH, Toronto","Bakery, Bubble Tea, Beverages",15.0,Downtown Yonge
KaKa All You Can Eat,CASUAL DINING,,,"655 Bay Street Toronto, ON M5G 1Z4",Japanese,25.0,Downtown Yonge
Pizza Pizza,QUICK BITES,2.4,8.0,"346 Yonge Street, Toronto M5B 1R8","Pizza, Fast Food",25.0,Downtown Yonge
7 Baker,BAKERY,,,"3 Wellesley Street West, Toronto, ON M4Y 1E8",Bakery,15.0,Downtown Yonge
WA Bar,BAR,2.8,8.0,"3 Isabella Street, Toronto","Bar Food, Korean, Asian",70.0,Downtown Yonge
Omni Eatery,CAFÉ,2.5,7.0,"24 Wellesley Street West, Toronto M4Y 2X6","Asian Fusion, Cafe",20.0,Downtown Yonge
Vegan Bear,FAST CASUAL,,,"335 Yonge St, Toronto, ON M5B 1R7",Fast Food,20.0,Downtown Yonge
Froshberg Gelato,DESSERT PARLOR,2.3,7.0,"Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2H1","Ice Cream, Desserts",15.0,Downtown Yonge
KATANA on Bay,CASUAL DINING,,,"333 Bay Street, Toronto M5H 2R2","Asian Fusion, Sushi",75.0,Downtown Yonge
Bar Verde,CASUAL DINING,,,260 Yonge Street M5B 2L9,American,45.0,Downtown Yonge
Mr. Sub,QUICK BITES,2.5,6.0,"494 Yonge Street, Toronto M4Y 1X5",Fast Food,25.0,Downtown Yonge
Timothy's,CAFÉ,2.5,6.0,"483 Bay Street, Toronto M5G 2C9",Cafe,25.0,Downtown Yonge
KaKa All You Can Eat,CASUAL DINING,,,"655 Bay Street Suite 5, Toronto, ON M5G 2K4",Japanese,45.0,Downtown Yonge
Tandori,QUICK BITES,2.6,5.0,"College Park, 777 Bay Street, Toronto M5G",Indian,35.0,Downtown Yonge
