Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
Mexico Lindo,QUICK BITES,4.1,41.0,"Huntingwood Square, 2586 Birchmount Road, Scarborough M1T 2M5",Mexican,30.0,Scarborough
Red Lobster,CASUAL DINING,3.8,66.0,"3252 Sheppard Avenue E, Scarborough M1T 3K3",Seafood,60.0,Scarborough
Mona's Roti,QUICK BITES,4.3,49.0,"4810 Sheppard Avenue E, Scarborough M1S 4N6",Caribbean,20.0,Scarborough
Congee Queen,CASUAL DINING,3.5,50.0,"Agincourt Mall, 3850 Sheppard Avenue E, Scarborough M1T 3L4","Cantonese, Chinese, Asian",40.0,Scarborough
El Pulgarcito,CASUAL DINING,4.2,51.0,"20 Nugget Avenue, Suite 3, Toronto M1S 3A7",Latin American,45.0,Scarborough
Ding Tai Fung,CASUAL DINING,3.8,36.0,"175 Commander Boulevard, Unit 1, Scarborough, GTA M1S 3M7","Shanghai, Dim Sum",30.0,Scarborough
Ted's Restaurant,CASUAL DINING,3.7,64.0,"404 Old Kingston Road, Scarborough M1C 1B6",American,55.0,Scarborough
Jatujak,CASUAL DINING,3.8,43.0,"1466 Kingston Road, Scarborough M1N 1R6",Thai,40.0,Scarborough
Little Sheep Mongolian Hot Pot,CASUAL DINING,3.5,31.0,"2543 Warden Avenue, Scarborough M1W 2H7","Mongolian, Chinese",50.0,Scarborough
Five Guys,QUICK BITES,3.6,80.0,800 Warden Avenue,"Fast Food, Burger",25.0,Scarborough
Tatami Sushi,CASUAL DINING,3.7,51.0,"10 Lebovic Avenue, Scarborough M1L 4W1","Sushi, Japanese, Asian",35.0,Scarborough
Anjappar Chettinad,CASUAL DINING,3.7,62.0,"3090 Eglinton Avenue E, Scarborough M1J 2H1",South Indian,40.0,Scarborough
The Arkadia House,CASUAL DINING,4.0,75.0,"2007 Eglinton Avenue, Scarborough M1L 2M9",Greek,80.0,Scarborough
Mama's Boys Burgers,QUICK BITES,4.0,47.0,"480 Danforth Road, Scarborough M1K 1C7","Burger, Canadian",25.0,Scarborough
The West Hill Pizza & Wings,CASUAL DINING,4.1,73.0,"4637 Kingston Road, Unit 1, Scarborough","Italian, Tapas, Fusion",30.0,Scarborough
Yamamoto Japanese Cuisine,CASUAL DINING,3.4,20.0,"Bridlewood Mall, First Floor, 2900 Warden Avenue, Scarborough M1W 2S8","Sushi, Japanese, Asian",50.0,Scarborough
Kostas Bakery,BAKERY,3.5,15.0,"265 Ellesmere Road, Scarborough",Bakery,15.0,Scarborough
Made In China,CASUAL DINING,3.4,40.0,3280 Midland Avenue,"Chinese, Asian",25.0,Scarborough
Kairali,CASUAL DINING,3.8,49.0,"1210 Kennedy Road, Scarborough M1P 2L1","South Indian, Sri Lankan",35.0,Scarborough
Agincourt Bakery,BAKERY,3.9,38.0,3059 Pharmacy Avenue M1W 2H1,"Bakery, Italian, Desserts",20.0,Scarborough
Blue Water Curry & Roti,CASUAL DINING,3.9,53.0,"1646 Victoria Park Avenue, Near Victoria Park Subway Station, Scarborough M1R 1P7",West Indian,20.0,Scarborough
Cafe Mirage Grill & Lounge,CASUAL DINING,3.6,57.0,"26 William Kitchen Road, Scarborough M1P 2Y4","Fusion, Desserts",45.0,Scarborough
Black Dog Pub,BAR,3.9,55.0,"87 Island Road, Scarborough M1C 3P2",Bar Food,60.0,Scarborough
Shanghai Dim Sum,CASUAL DINING,3.6,23.0,"4401 Sheppard Avenue East, Scarborough M1S 1T8",Shanghai,30.0,Scarborough
D Spot,DESSERT PARLOR,3.4,29.0,"51 Lebovic Avenue, Unit 101, Scarboroughbe","Desserts, Beverages, Pizza",,Scarborough
Sam Woo BBQ,CASUAL DINING,3.8,50.0,"Bamburgh Gardens Shopping Plaza, 375 Bamburgh Circle, Scarborough M1W 3Y1",Cantonese,35.0,Scarborough
Duckworth's Fish & Chips,QUICK BITES,4.4,55.0,"2282 Kingston Road, Scarborough M1N 1T9","Fish and Chips, British",25.0,Scarborough
Jack Astor's,CASUAL DINING,3.7,53.0,"Scarborough Town Centre, 580 Progress Avenue, Scarborough M1P 2K2",Bar Food,55.0,Scarborough
Pizza La Rosa,QUICK BITES,3.6,27.0,"Victoria Commons, 2555 Victoria Park Avenue, Unit 19, Scarborough M1T 1A3","Pizza, Sandwich",30.0,Scarborough
Golden House,CASUAL DINING,4.2,42.0,"257 Ellesmere Road, Scarborough M1R 4E4",Thai,30.0,Scarborough
The Keg Steakhouse + Bar - Estate Drive,CASUAL DINING,4.0,51.0,"60 Estate Drive, Scarborough, Toronto M1H 2Z1",Steak,100.0,Scarborough
La Sani Grill,CASUAL DINING,3.3,50.0,"2058 Ellesmere Road, Scarborough M1H 3B7","Indian, Grill",30.0,Scarborough
Silver Spoon,QUICK BITES,3.0,40.0,"4800 Sheppard Avenue E, Scarborough M1S 4N5","Pakistani, Indian",20.0,Scarborough
Chiu Chow Boy,CASUAL DINING,3.7,47.0,"3261 Kennedy Road, Scarborough M1V 4Y1","Cantonese, Chinese",40.0,Scarborough
Spicy Dragon,CASUAL DINING,4.1,47.0,1060 Kennedy Road M1P,"Hakka Chinese, Cantonese",25.0,Scarborough
The Nilgiris,CASUAL DINING,3.6,36.0,"3021 Markham Road, Unit 50, Scarborough",South Indian,25.0,Scarborough
Bong Lua,CASUAL DINING,3.9,28.0,"Huntingwood Square, 2572 Birchmount Road, Scarborough M1T 2M5","Vietnamese, Asian",35.0,Scarborough
Francesca Bakery,BAKERY,4.1,44.0,"2 Invergordon Avenue, Scarborough M1S 2Y8","Bakery, Deli, Cafe",20.0,Scarborough
Very Fair Seafood Cuisine,CASUAL DINING,3.2,28.0,"17 Milliken Boulevard, Scarborough M1V 2R4","Dim Sum, Cantonese",35.0,Scarborough
Green Bamboo Casserole Rice,CASUAL DINING,3.6,46.0,"Midtown Plaza, 4221 Sheppard Avenue East, Scarborough M1S 5H5",Chinese,40.0,Scarborough
Milestones,CASUAL DINING,3.0,45.0,"300 Borough Dr, Unit 1001, Scarborough, Ontario M1P 4P5","Grill, Canadian",65.0,Scarborough
Very Fair Chinese Restaurant,CASUAL DINING,3.6,29.0,"4002 Sheppard Avenue East, Scarborough M1S 4R5","Dim Sum, Cantonese, Chinese, Asian",40.0,Scarborough
Mandarin Restaurant - Scarborough,CASUAL DINING,3.7,59.0,"2206 Eglinton Avenue East, Scarborough M1L 2N3","Chinese, Asian, Canadian",60.0,Scarborough
Vietnam Noodle Star,CASUAL DINING,3.9,47.0,4188 Finch Avenue East M1S 4T6,Vietnamese,20.0,Scarborough
India 360,CASUAL DINING,3.9,41.0,"2761 Markham Road, Scarborough M1X 0A4",Indian,45.0,Scarborough
Go For Tea,CASUAL DINING,3.7,53.0,"3700 Midland Avenue, Scarborough M1V 0B3","Tea, Taiwanese, Chinese, Asian",40.0,Scarborough
Pak Centre,CASUAL DINING,3.8,50.0,2683 Lawrence Avenue East,"Indian, Pakistani",30.0,Scarborough
Esquire Restaurant,CASUAL DINING,4.1,61.0,2581 Victoria Park Avenue M1T 1A4,Mediterranean,,Scarborough
Pho Saigon,CASUAL DINING,3.6,59.0,"1921 Eglinton Avenue East, Scarborough, GTA M1L2L6","Vietnamese, Asian",30.0,Scarborough
The Boil Bar,CASUAL DINING,3.1,11.0,"110-633 Silver Star Boulevard,",Seafood,,Scarborough
Pho Vietnam,CASUAL DINING,3.6,59.0,"1280 Kennedy Road, Scarborough M1P 2L1","Vietnamese, Asian",35.0,Scarborough
Phoenix Pan Asian Cuisine,CASUAL DINING,3.9,36.0,"3730 Kingston Road, Unit 2, Scarborough M1J 3H3",Hakka Chinese,30.0,Scarborough
Kub Khao,CASUAL DINING,3.4,19.0,3561 Sheppard Avenue M1T 3K7,Thai,,Scarborough
Mr. Congee,CASUAL DINING,3.2,33.0,"Bridlewood Mall, First Floor, 2900 Warden Avenue, Scarborough M1W 2S8","Cantonese, Chinese, Asian",30.0,Scarborough
Phoenix Restaurant,CASUAL DINING,3.0,17.0,"Bridewood Mall, 2900 Warden Avenue, Scarborough M1W 2S8","Hong Kong Style, Chinese, Asian",40.0,Scarborough
The Buddhist Vegetarian Kitchen,CASUAL DINING,3.4,27.0,3290 Midland Avenue M1V 4W8,"Chinese, Asian",25.0,Scarborough
Armenian Kitchen,CASUAL DINING,3.2,48.0,"1646 Victoria Park Avenue, Scarborough",Middle Eastern,30.0,Scarborough
Scaddabush,CASUAL DINING,3.4,21.0,"Scarborough Town Centre, 572 Progress Avenue, Scarborough M1P 2K2",Italian,25.0,Scarborough
Kenny's Noodles,CASUAL DINING,3.8,34.0,"4733 Steeles Avenue E, Scarborough M1V 4S5","Cantonese, Chinese",,Scarborough
Wexford Restaurant,CASUAL DINING,3.7,53.0,"Wexford Heights Plaza, 2072 Lawrence Avenue E, Scarborough M1R 2Z5",American,30.0,Scarborough
Lotus Garden,CASUAL DINING,3.9,35.0,"3460 Danforth Avenue, Scarborough M1L 1E3","Hakka Chinese, Indian",35.0,Scarborough
St. Andrews Fish & Chips,CASUAL DINING,3.9,45.0,1589 Ellesmere Road M1P 2Y3,Fish and Chips,30.0,Scarborough
Hakka Legend,CASUAL DINING,3.4,24.0,"Aldgate Centre, 2030 Ellesmere Road, Scarborough M1H 2V6","Indian, Hakka Chinese, Asian",35.0,Scarborough
Kim Kim,CASUAL DINING,3.5,42.0,"1188 Kennedy Road, Scarborough M1P 2L1",Hakka Chinese,30.0,Scarborough
Fahmee Bakery,QUICK BITES,3.9,30.0,"119 Montezuma Trail, Scarborough",Jamaican,15.0,Scarborough
Little Bavaria,CASUAL DINING,3.5,43.0,3222 Eglinton Avenue East M1J 2H6,German,60.0,Scarborough
Nova Ristorante,CASUAL DINING,3.7,19.0,"2272 Lawrence Avenue East, Scarborough M1P 2P9",Italian,50.0,Scarborough
Canbe Foods,CASUAL DINING,3.9,30.0,"1760 Ellesmere Road, Scarborough M1H 2T9",Indian,30.0,Scarborough
South Asia Malaysian Cuisine,CASUAL DINING,3.3,35.0,"3700 Midland Avenue, Scarborough","Malaysian, Asian",30.0,Scarborough
China Cottage,CASUAL DINING,3.5,36.0,"5985 Steeles Avenue E, Scarborough M1V 5P7","Hakka Chinese, Thai",30.0,Scarborough
Chung Moi,CASUAL DINING,3.9,30.0,"2412 Eglinton Avenue E, Scarborough, GTA M1K 2P3","Hakka Chinese, Asian",40.0,Scarborough
East Side Mario's Scarborough,CASUAL DINING,2.9,36.0,"12 Lebovic Ave, Unit 9, Scarborough M1L 4V9","Italian, Canadian, Pizza",40.0,Scarborough
Jeon Ju Hyang,CASUAL DINING,3.6,24.0,325 Bamburgh Circle M1W 3Y1,Korean,40.0,Scarborough
3.4,Other,,,"Finch Avenue East, Scarborough","Sri Lankan, Indian",,Scarborough
Gourmet Schnitzel House,CASUAL DINING,3.9,29.0,2256 Kingston Road,Russian,30.0,Scarborough
Taste Of Greek Cuisine,CASUAL DINING,3.4,14.0,"3541 St. Clair Avenue East, Scarborough",Greek,50.0,Scarborough
Yang's BBQ,CASUAL DINING,3.3,11.0,"4186 Finch Avenue East, Scarborough M1S 3V1",BBQ,30.0,Scarborough
Vindaloo,CASUAL DINING,3.9,33.0,"2891 Kingston Road, Scarborough M1M",Indian,45.0,Scarborough
Landmark Seafood Cuisine,CASUAL DINING,3.6,15.0,"3601 Victoria Park Avenue, Scarborough M1W 3Y3","Dim Sum, Cantonese, Chinese, Asian",60.0,Scarborough
Nguyen Huong,QUICK BITES,3.9,33.0,"5661 Steeles Avenue East, Scarborough",Vietnamese,10.0,Scarborough
Wonton Chai Noodle,QUICK BITES,3.9,31.0,"4400 Sheppard Avenue East, Scarborough M1S 1T8",Cantonese,30.0,Scarborough
Patisserie Royale,DESSERT PARLOR,3.9,20.0,"1415 Kennedy Road, Scarborough M1P 2L6","Desserts, Middle Eastern",25.0,Scarborough
Ibrahim BBQ,QUICK BITES,3.2,25.0,1967 Lawrence Avenue East,"Middle Eastern, Mediterranean",20.0,Scarborough
Super Hakka,CASUAL DINING,3.6,26.0,"1801 Lawrence Avenue E, Scarborough M1R 2X9","Hakka Chinese, Caribbean",30.0,Scarborough
Chef George Manileneos Cuisine,CASUAL DINING,3.2,11.0,"1519 Birchmount Road, Scarborough","Filipino, Breakfast",30.0,Scarborough
Ga Bin Korean Restaurant,CASUAL DINING,3.5,28.0,"Silver Star, 633 Silver Star Boulevard, Scarborough M1V 5N1","Korean, Asian",35.0,Scarborough
Lotus Pond Vegetarian Restaurant,CASUAL DINING,3.8,31.0,"3838 Midland Avenue, Unit 121, Scarborough M1V 5K5",Chinese,30.0,Scarborough
Drupati's,QUICK BITES,3.6,35.0,"1085 Bellamy Road, Scarborough M1H 3C7",Caribbean,20.0,Scarborough
A1 Sweets,CASUAL DINING,3.8,35.0,"3300 McNicoll Avenue,Unit-18A, Scarborough M1V5J6","Indian, Desserts",20.0,Scarborough
Boston Pizza,CASUAL DINING,3.1,29.0,"400 Progress Avenue, Unit 127, Scarborough M1P 5J1","American, Pizza",40.0,Scarborough
Ninja Sushi,QUICK BITES,3.9,33.0,"Bamburgh Gardens Shopping Plaza, 395 Bamburgh Circle, Scarborough M1W 3Y1","Sushi, Japanese",25.0,Scarborough
Szechuan Legend,CASUAL DINING,3.6,26.0,3280 Midland Avenue M1V 0C7,"Dim Sum, Sichuan, Chinese",25.0,Scarborough
Caribbean Jerk House,QUICK BITES,3.2,17.0,"Malvern Town Centre, Lower Plaza, 31 Tapscott Road, Scarborough M1B 4Y7",Caribbean,20.0,Scarborough
Lucky Chinese,CASUAL DINING,3.2,36.0,"3774 Lawrence Avenue E, Scarborough M1G 1P9","Hakka Chinese, Asian",30.0,Scarborough
Kandahar Kabab,QUICK BITES,3.2,22.0,"2307 Markham Road, Scarborough M1B 2W3",Afghan,45.0,Scarborough
ACR Hot Roti & Doubles,QUICK BITES,3.9,29.0,"2680 Lawrence Avenue E, Scarborough M1P 2S2","Trinbagonian, West Indian",15.0,Scarborough
Hopper Hut,CASUAL DINING,3.9,21.0,"880 Ellesmere Road, Scarborough M1P2L8",Sri Lankan,30.0,Scarborough
Noodle Delight,QUICK BITES,3.4,38.0,"Victoria Commons, 2555 Victoria Park Avenue, Scarborough",Chinese,25.0,Scarborough
New Northern Dumplings,CASUAL DINING,3.5,8.0,633 Silver Star Boulevard M1V 5N1,"Northern Chinese, Chinese, Asian",30.0,Scarborough
Blackhorn Steakhouse,CASUAL DINING,3.9,26.0,"251 Ellesmere Road, Scarborough","Steak, Seafood, Greek",50.0,Scarborough
Shirin Kebab House,CASUAL DINING,3.7,20.0,"1880 Eglinton Avenue E, Scarborough M1L 2L1","Turkish, Middle Eastern",35.0,Scarborough
Incheon House,CASUAL DINING,3.7,29.0,"9 Glen Watford Drive, Scarborough M1S 2B9","Korean, Japanese",30.0,Scarborough
Embassy Restaurant,QUICK BITES,3.8,28.0,"5210 Finch Avenue E, Scarborough M1S 4Z7","Sri Lankan, Indian",35.0,Scarborough
Casa Deluz Banquet Hall,CASUAL DINING,3.4,10.0,"Woodside Square, First Floor, 1571 Sandhurst Circle, Scarborough M1V 1V2","Dim Sum, Cantonese",70.0,Scarborough
Ding Ho,CASUAL DINING,3.9,25.0,"2873 Lawrence Ave E, Toronto M1P 2S8","Chinese, Asian",25.0,Scarborough
St. Louis Bar And Grill,CASUAL DINING,3.6,32.0,"55 Town Centre Court Unit 101, Scarborough M1P 4X4","Bar Food, Grill",40.0,Scarborough
Cora's Breakfast & Lunch,CASUAL DINING,3.7,27.0,"45 Milner Avenue, Scarborough M1S 3P6","Diner, Canadian",35.0,Scarborough
Wings & Wings,QUICK BITES,3.8,23.0,"1185 Brimley Road, Scarborough M1P 3G4",Fast Food,20.0,Scarborough
Working Dog Saloon,CASUAL DINING,3.8,38.0,"3676 St. Clair Avenue East, Scarborough","American, Bar Food",40.0,Scarborough
Ni-Ji Sushi,CASUAL DINING,3.4,18.0,"1095 Ellesmere Road, Scarborough M1P 2X2","Sushi, Japanese",30.0,Scarborough
Sushi Legend,CASUAL DINING,3.0,13.0,"175 Commander Boulevard, Unit 2, Scarborough M1S 3M7","Sushi, Japanese, Asian",55.0,Scarborough
Mermaid Fish & Grill House,CASUAL DINING,3.5,12.0,"1748 Lawrence Avenue East, Scarborough M1R 2Y1","Fish and Chips, Mediterranean",30.0,Scarborough
Royale Fine Dining,CASUAL DINING,3.4,11.0,"Silver Star, 648 Silver Star Boulevard, Scarborough","Dim Sum, Chinese",45.0,Scarborough
Deer Garden Signatures,CASUAL DINING,3.5,13.0,"Silver Star, 633 Silver Street Boulevard, Scarborough M1V 5N1",Hong Kong Style,20.0,Scarborough
Swiss Chalet,CASUAL DINING,3.2,13.0,"Victoria Commons, 2555 Victoria Park Avenue, Scarborough M1T1A3","Canadian, Grill, Beverages",40.0,Scarborough
Prague Restaurant,CASUAL DINING,3.9,25.0,"450 Scarborough Golf Club Road, Scarborough M1G1H1",Eastern European,50.0,Scarborough
Ikki Sushi,CASUAL DINING,3.9,36.0,2328 Kingston Road M1N 1V2,"Sushi, Japanese, Asian",40.0,Scarborough
Aunty Mary's Fish and Chips,QUICK BITES,3.7,35.0,"3750 Lawrence Avenue E, Scarborough M1G 2B8","Fish and Chips, Fast Food",,Scarborough
California Sandwiches,QUICK BITES,3.8,36.0,812 Warden Avenue M1L 4C2,Sandwich,20.0,Scarborough
Destiny,CASUAL DINING,2.7,38.0,"Silver Star, 633 Silver Star Boulevard, Scarborough M1V 5N1","Asian Fusion, Bubble Tea",35.0,Scarborough
Damas Grill House,CASUAL DINING,3.5,28.0,1795 Victoria Park Avenue M1R 1T2,Mediterranean,,Scarborough
Full House Chinese Cuisine,CASUAL DINING,3.2,28.0,4188 Finch Avenue East M1S 4T6,Cantonese,25.0,Scarborough
Olde Stone Cottage Pub,CASUAL DINING,3.8,32.0,"3750 Kingston Road, Scarborough M1J 3H5","Bar Food, Canadian",50.0,Scarborough
Kim Po Vietnamese Cuisine,CASUAL DINING,3.8,32.0,"58 Redlea Avenue, Scarborough M1V 4S3",Vietnamese,20.0,Scarborough
Fat Ninja Bite,CASUAL DINING,3.6,9.0,"3517 Kennedy Road, Unit 1, Scarborough M1V 4Y3","Korean, Japanese, Burger",25.0,Scarborough
Bâton Rouge Steakhouse & Bar,CASUAL DINING,2.8,33.0,"520 Progress Avenue, Scarborough M1P 2K2","Steak, American",100.0,Scarborough
Royal Chinese Seafood Restraurant,CASUAL DINING,3.9,23.0,"735 Middlefield Road, Unit 4-5, Scarborough M1V 2V4",Hakka Chinese,25.0,Scarborough
House of Wong,CASUAL DINING,4.1,48.0,"4601 Kingston Road, Scarborough M1E 2P3",Chinese,40.0,Scarborough
Pho Dau Bo,CASUAL DINING,3.4,29.0,"Cedar Heights Plaza, 665 Markham Road, Scarborough M1H 3G7",Vietnamese,30.0,Scarborough
The Queen's Head Pub,BAR,3.5,31.0,"Victoria Commons, 2555 Victoria Park Avenue, Scarborough M1T 1A1",Bar Food,45.0,Scarborough
Grandeur Palace,CASUAL DINING,3.3,9.0,"2301 Brimley Road, Unit 128, Scarborough M1S 3L6",Chinese,25.0,Scarborough
Tropical Thai Cuisine,CASUAL DINING,3.9,33.0,"993 Kingston Road, Toronto M4E 1T3","Thai, Asian",25.0,Scarborough
Thai One On,CASUAL DINING,3.4,31.0,"1911 Ellesmere Road, Scarborough M1H 2W5","Thai, Asian",45.0,Scarborough
Caribbean Wave,CASUAL DINING,3.9,29.0,"875 Milner Avenue, Scarborough M1B 5N6","Caribbean, West Indian",35.0,Scarborough
Nicey's Take Out,QUICK BITES,3.6,25.0,"54A Morecambe Gate, Scarborough M1W 2S6",Caribbean,15.0,Scarborough
Da Fu Seafood Cuisine,CASUAL DINING,2.8,24.0,"5651 Steeles Avenue East, Scarborough M1V 5P6","Dim Sum, Cantonese, Chinese, Asian",35.0,Scarborough
Big Boy's Burgers,QUICK BITES,3.9,32.0,2851 Kingston Road,Fast Food,25.0,Scarborough
Charcoal Kebab House,CASUAL DINING,3.4,20.0,"3256 Lawrence Avenue E, Scarborough M1H 3C2","Xinjiang, Chinese",35.0,Scarborough
Mamajoun,QUICK BITES,3.9,12.0,"209 Ellesmere Road, Scarborough M1R 4E2","Pizza, Italian",15.0,Scarborough
Govardhan Thal,CASUAL DINING,3.3,25.0,840 Markham Road M1H 2Y2,Indian,25.0,Scarborough
Amigos Restaurant,CASUAL DINING,3.5,28.0,"6091 Kingston Road, Scarborough M1C 1K5",Mexican,60.0,Scarborough
The Fanzone Wings & Ribs,CASUAL DINING,3.7,18.0,"1168 Kennedy Road, Scarborough M1P2L1","Bar Food, Grill",40.0,Scarborough
Double Ming,DESSERT PARLOR,3.8,22.0,"4186 Finch Avenue East, Scarborough","Desserts, Chinese",20.0,Scarborough
Sammy's Restaurant,CASUAL DINING,3.5,17.0,"639 McCowan Road, Scarborough M1J 1K1","Canadian, Greek",45.0,Scarborough
Marathon Donut & Coffee,QUICK BITES,3.7,20.0,"Scarborough Village Mall, 3300 Midland Avenue, Scarborough M1V 4W7","Chinese, Bakery",15.0,Scarborough
Babu,QUICK BITES,3.3,15.0,"4810 Sheppard Avenue East, Scarborough M1S 4N6",Indian,20.0,Scarborough
